cod_ibge,ano,homicidios
320240,2011,59
250470,2011,0
230780,2011,2
293345,2011,0
172130,2011,1
420340,2011,1
230790,2011,0
261270,2011,3
520320,2011,2
420330,2011,0
432026,2011,0
291690,2011,1
320245,2011,11
315340,2011,0
230800,2011,6
150180,2011,6
172208,2011,6
420325,2011,1
110147,2011,0
351370,2011,3
251370,2011,130
230810,2011,6
432023,2011,0
172210,2011,1
420320,2011,27
520310,2011,0
291685,2011,4
320250,2011,5
230820,2011,2
432020,2011,3
420315,2011,0
355360,2011,1
312560,2011,1
261380,2011,5
293340,2011,0
310960,2011,0
353510,2011,1
420310,2011,0
230830,2011,4
260550,2011,0
261340,2011,10
420300,2011,6
315350,2011,3
291680,2011,4
320255,2011,4
280660,2011,3
230835,2011,2
521860,2011,1
432010,2011,3
420290,2011,3
230837,2011,3
150190,2011,8
210005,2011,38
420287,2011,0
410220,2011,0
521850,2011,3
251365,2011,0
230840,2011,13
432000,2011,41
270680,2011,12
354120,2011,2
350520,2011,2
520280,2011,1
420285,2011,0
355365,2011,0
110148,2011,0
313400,2011,2
314270,2011,1
291670,2011,0
320260,2011,1
210010,2011,0
250077,2011,1
230850,2011,11
313110,2011,1
420280,2011,6
312695,2011,0
290270,2011,9
431990,2011,8
150195,2011,2
293330,2011,160
315360,2011,1
420270,2011,0
280340,2011,5
230860,2011,3
312120,2011,0
320265,2011,2
210015,2011,0
420260,2011,0
311660,2011,7
250937,2011,0
270100,2011,17
230870,2011,20
431980,2011,1
261640,2011,71
420257,2011,0
210020,2011,3
291660,2011,1
355370,2011,3
261020,2011,6
351410,2011,3
230880,2011,3
520260,2011,0
431975,2011,0
420253,2011,0
320270,2011,4
352410,2011,5
230890,2011,0
280445,2011,3
260545,2011,0
420250,2011,0
410645,2011,3
251360,2011,0
293325,2011,0
291650,2011,6
313520,2011,10
230900,2011,0
521839,2011,0
150200,2011,3
420245,2011,1
250480,2011,6
320280,2011,5
350980,2011,0
431973,2011,0
420243,2011,1
230910,2011,2
354130,2011,5
353220,2011,0
420240,2011,30
312380,2011,0
520250,2011,1
291640,2011,31
315370,2011,2
355380,2011,1
250205,2011,0
210030,2011,3
230920,2011,8
411160,2011,1
310950,2011,0
420230,2011,7
320290,2011,2
431971,2011,0
230930,2011,13
210040,2011,0
314280,2011,7
420220,2011,1
230940,2011,4
351950,2011,1
311455,2011,1
251350,2011,0
431970,2011,0
311820,2011,0
270690,2011,44
313740,2011,1
350510,2011,0
420215,2011,0
261460,2011,7
291630,2011,5
320300,2011,8
315380,2011,0
230945,2011,6
210043,2011,5
290280,2011,2
520235,2011,0
150210,2011,14
431960,2011,3
420213,2011,0
410640,2011,11
355385,2011,1
210047,2011,3
353520,2011,1
420210,2011,6
230950,2011,6
110149,2011,0
431950,2011,0
420209,2011,0
293320,2011,29
291620,2011,4
320305,2011,14
210050,2011,1
230960,2011,10
280200,2011,2
410630,2011,4
351940,2011,1
431940,2011,1
251340,2011,0
420208,2011,0
230970,2011,14
520215,2011,0
315390,2011,1
420207,2011,0
320310,2011,0
313340,2011,0
230980,2011,6
354140,2011,43
150215,2011,17
420205,2011,2
230990,2011,0
351630,2011,24
312965,2011,0
420200,2011,11
355390,2011,0
521830,2011,6
431937,2011,0
110150,2011,3
293317,2011,3
291610,2011,11
210055,2011,1
420195,2011,0
312690,2011,7
320313,2011,4
520180,2011,2
231000,2011,1
314290,2011,3
431936,2011,0
420190,2011,1
231010,2011,1
351450,2011,0
350055,2011,0
270820,2011,2
260540,2011,11
251335,2011,0
420180,2011,0
315400,2011,1
291600,2011,9
320316,2011,1
231020,2011,5
270700,2011,0
150220,2011,7
210060,2011,7
350500,2011,0
410865,2011,2
420170,2011,0
521810,2011,0
231025,2011,11
355395,2011,0
431935,2011,0
520170,2011,7
352960,2011,1
420165,2011,0
431930,2011,0
231030,2011,5
311940,2011,41
293315,2011,1
420160,2011,0
291590,2011,1
320320,2011,72
210080,2011,2
261010,2011,3
420150,2011,0
231040,2011,0
250485,2011,0
431920,2011,0
420140,2011,3
315410,2011,0
310945,2011,3
251330,2011,2
210083,2011,0
290290,2011,8
354150,2011,9
351930,2011,4
231050,2011,14
150230,2011,24
311450,2011,2
420130,2011,11
291580,2011,8
320330,2011,7
411100,2011,3
355400,2011,8
110155,2011,1
353110,2011,7
313290,2011,0
231060,2011,1
431915,2011,1
520160,2011,0
420127,2011,0
312385,2011,1
314300,2011,1
231070,2011,18
431912,2011,0
293310,2011,2
420125,2011,3
315415,2011,1
291570,2011,1
320332,2011,7
353160,2011,0
231080,2011,0
210087,2011,0
290730,2011,4
420120,2011,0
280260,2011,0
420110,2011,0
231085,2011,8
351230,2011,2
260530,2011,13
251320,2011,1
150240,2011,143
250900,2011,1
420100,2011,0
320334,2011,0
261260,2011,19
231090,2011,3
350970,2011,6
355410,2011,61
431910,2011,0
280670,2011,52
210090,2011,1
420090,2011,0
520150,2011,1
291560,2011,40
231095,2011,1
353530,2011,2
431900,2011,0
420080,2011,0
320335,2011,0
250210,2011,0
231100,2011,0
521805,2011,0
351830,2011,1
313750,2011,1
350490,2011,0
293305,2011,2
420075,2011,0
231110,2011,2
210095,2011,7
420070,2011,0
520145,2011,0
354160,2011,4
291550,2011,13
411020,2011,2
352880,2011,1
320340,2011,2
110160,2011,1
431890,2011,5
420060,2011,0
312680,2011,1
315420,2011,0
231120,2011,3
355420,2011,0
310940,2011,4
270710,2011,11
210100,2011,4
231123,2011,1
150250,2011,0
420050,2011,0
410160,2011,3
431880,2011,2
291540,2011,2
320350,2011,2
312125,2011,1
210110,2011,0
251315,2011,0
420040,2011,1
290300,2011,1
350260,2011,0
520140,2011,256
431870,2011,75
231126,2011,2
314310,2011,7
521800,2011,9
420030,2011,0
231130,2011,36
352400,2011,0
150260,2011,1
420020,2011,0
260520,2011,21
291535,2011,1
320360,2011,2
231135,2011,4
293300,2011,3
315430,2011,3
420010,2011,5
355430,2011,4
110170,2011,1
410620,2011,1
431862,2011,0
231140,2011,21
210120,2011,29
520130,2011,4
420005,2011,0
231150,2011,15
210125,2011,1
150270,2011,17
412880,2011,6
352660,2011,0
291530,2011,1
351925,2011,1
431860,2011,0
251310,2011,0
320370,2011,3
315440,2011,0
210130,2011,3
412870,2011,0
354165,2011,0
521770,2011,4
311650,2011,2
231160,2011,6
270300,2011,8
261000,2011,21
412865,2011,0
431850,2011,3
350480,2011,0
231170,2011,1
353230,2011,0
250080,2011,2
412863,2011,2
355440,2011,0
310930,2011,4
351920,2011,1
313530,2011,0
320380,2011,0
431849,2011,0
231180,2011,23
352780,2011,1
293290,2011,67
412862,2011,2
312390,2011,0
210135,2011,0
291520,2011,6
520110,2011,81
231190,2011,6
210140,2011,21
314315,2011,0
313753,2011,0
431846,2011,0
251300,2011,0
412860,2011,0
320390,2011,4
315445,2011,1
231195,2011,3
280450,2011,5
290630,2011,20
412855,2011,2
431845,2011,0
291510,2011,3
290310,2011,3
312010,2011,0
412853,2011,1
320400,2011,9
231200,2011,4
355450,2011,6
150275,2011,15
270720,2011,5
260515,2011,6
250490,2011,5
210150,2011,1
412850,2011,2
231210,2011,2
353540,2011,2
313560,2011,3
412840,2011,2
293280,2011,2
291500,2011,2
231220,2011,6
521760,2011,49
431844,2011,0
412830,2011,1
110175,2011,2
320405,2011,21
520090,2011,0
312675,2011,1
312960,2011,1
354170,2011,0
251290,2011,11
231230,2011,7
150276,2011,1
352390,2011,31
412820,2011,10
315450,2011,1
250040,2011,5
351840,2011,22
231240,2011,10
210160,2011,44
410610,2011,0
355460,2011,0
520085,2011,0
431843,2011,0
412810,2011,30
210170,2011,1
291490,2011,21
320410,2011,26
521740,2011,1
310925,2011,0
412800,2011,2
231250,2011,3
350960,2011,13
431842,2011,1
412796,2011,6
231260,2011,11
280680,2011,0
314320,2011,1
412795,2011,0
293270,2011,16
291480,2011,172
320420,2011,6
250500,2011,1
231270,2011,6
210173,2011,0
150277,2011,7
311440,2011,2
251280,2011,3
431840,2011,1
412790,2011,3
231280,2011,1
311770,2011,0
315460,2011,147
412788,2011,0
320425,2011,2
355465,2011,0
353010,2011,2
352830,2011,1
110180,2011,0
231290,2011,43
260510,2011,5
520082,2011,0
412785,2011,4
150280,2011,0
412780,2011,0
410860,2011,8
291470,2011,19
231300,2011,6
210177,2011,0
330555,2011,19
412770,2011,29
320430,2011,2
520080,2011,2
431830,2011,8
231310,2011,16
354180,2011,0
521730,2011,3
412760,2011,3
231320,2011,4
261580,2011,8
280130,2011,6
412750,2011,5
431820,2011,7
313760,2011,5
350460,2011,3
291465,2011,10
320435,2011,1
293260,2011,1
231325,2011,0
355470,2011,2
315470,2011,0
261370,2011,27
260990,2011,16
210190,2011,1
412740,2011,5
231330,2011,9
520060,2011,1
412730,2011,3
410600,2011,0
431810,2011,0
291460,2011,29
210193,2011,0
351910,2011,0
310920,2011,2
251278,2011,0
412720,2011,1
320440,2011,0
314330,2011,101
290320,2011,6
231335,2011,3
431805,2011,0
210197,2011,3
412710,2011,21
231340,2011,11
150285,2011,0
431800,2011,8
270730,2011,12
120001,2011,2
412700,2011,0
293250,2011,12
291450,2011,7
231350,2011,8
315480,2011,1
290475,2011,2
412690,2011,0
320450,2011,1
261650,2011,7
210200,2011,5
520055,2011,0
251276,2011,0
353550,2011,4
231355,2011,8
431790,2011,1
210203,2011,5
412680,2011,4
312670,2011,4
311910,2011,3
355480,2011,10
411010,2011,0
280300,2011,8
231360,2011,8
270110,2011,9
412670,2011,1
431780,2011,1
291440,2011,1
261255,2011,5
320455,2011,4
354190,2011,0
313100,2011,2
412667,2011,4
231370,2011,1
150290,2011,5
315490,2011,2
412665,2011,1
231375,2011,4
410230,2011,2
521720,2011,1
412660,2011,0
320460,2011,4
431775,2011,0
210207,2011,1
231380,2011,6
520050,2011,0
150293,2011,24
431770,2011,3
412650,2011,4
261618,2011,1
293245,2011,3
350450,2011,13
312400,2011,6
210210,2011,1
355490,2011,0
280030,2011,186
410100,2011,2
291430,2011,2
260500,2011,18
231390,2011,1
410855,2011,0
520030,2011,19
412640,2011,1
320465,2011,5
431760,2011,1
231395,2011,10
315500,2011,0
351640,2011,27
251275,2011,2
351360,2011,6
412635,2011,1
290620,2011,2
412630,2011,3
210215,2011,0
291420,2011,1
231400,2011,4
351220,2011,2
320470,2011,2
311430,2011,5
412627,2011,1
431755,2011,0
231410,2011,6
314340,2011,2
293240,2011,3
412625,2011,60
290323,2011,2
350950,2011,162
240010,2011,3
210220,2011,2
355495,2011,0
120005,2011,2
351907,2011,39
150295,2011,21
412620,2011,0
280690,2011,0
291410,2011,0
320480,2011,2
431750,2011,5
240020,2011,20
354200,2011,0
353240,2011,2
270310,2011,8
251274,2011,0
412610,2011,0
240030,2011,2
315510,2011,0
350070,2011,1
412600,2011,0
210230,2011,3
291400,2011,15
520025,2011,109
412590,2011,0
320490,2011,50
431740,2011,4
240040,2011,0
310910,2011,0
150300,2011,0
412580,2011,0
270740,2011,1
431730,2011,5
240050,2011,5
355500,2011,4
250510,2011,2
293230,2011,8
350300,2011,0
250215,2011,1
412575,2011,3
521710,2011,6
320495,2011,1
240060,2011,3
260490,2011,1
210232,2011,23
412570,2011,13
352650,2011,1
240070,2011,2
520020,2011,0
314345,2011,0
412560,2011,2
291390,2011,16
313770,2011,6
431725,2011,0
251272,2011,0
312950,2011,2
350440,2011,2
240080,2011,1
351905,2011,1
315520,2011,1
410590,2011,3
412555,2011,0
312660,2011,0
320500,2011,376
210235,2011,0
240090,2011,1
353560,2011,0
412550,2011,140
250090,2011,4
355510,2011,3
431720,2011,4
351850,2011,0
313410,2011,0
291380,2011,2
351535,2011,2
412545,2011,0
320501,2011,24
210237,2011,0
240100,2011,9
354210,2011,0
521690,2011,1
412540,2011,0
352380,2011,0
311640,2011,0
240110,2011,4
520017,2011,1
150304,2011,8
412535,2011,1
431710,2011,6
291370,2011,12
120010,2011,7
293220,2011,17
251270,2011,1
240120,2011,2
315530,2011,1
250520,2011,1
412530,2011,0
313535,2011,2
320503,2011,1
210240,2011,1
520015,2011,0
240130,2011,2
411140,2011,2
431700,2011,0
355520,2011,0
210250,2011,2
353120,2011,0
412520,2011,0
312410,2011,31
240140,2011,0
310900,2011,6
412510,2011,3
150307,2011,5
260980,2011,1
291360,2011,122
320506,2011,0
521680,2011,0
260480,2011,4
431695,2011,0
412500,2011,5
240145,2011,16
312130,2011,0
410850,2011,2
412490,2011,2
293210,2011,2
240150,2011,0
520013,2011,1
210255,2011,6
251260,2011,2
314350,2011,1
270320,2011,10
412480,2011,2
280230,2011,0
311420,2011,0
350430,2011,0
291350,2011,14
320510,2011,37
355530,2011,0
350945,2011,0
270750,2011,6
150309,2011,31
240160,2011,0
431690,2011,29
315540,2011,3
412470,2011,4
240165,2011,1
354220,2011,2
120013,2011,1
412460,2011,1
290327,2011,0
410580,2011,168
520010,2011,2
210260,2011,1
320515,2011,0
311610,2011,1
240170,2011,3
431680,2011,9
412450,2011,0
150310,2011,0
291345,2011,9
521645,2011,0
412440,2011,1
240180,2011,0
431675,2011,0
410570,2011,5
210270,2011,2
412430,2011,1
320517,2011,7
520005,2011,2
240185,2011,0
310890,2011,1
355535,2011,0
431673,2011,0
351900,2011,2
315550,2011,2
412420,2011,1
314360,2011,0
291340,2011,1
240190,2011,0
210275,2011,0
313780,2011,0
412410,2011,14
320520,2011,225
150320,2011,8
431670,2011,2
251250,2011,10
240200,2011,21
293200,2011,3
411095,2011,3
412405,2011,10
313180,2011,3
260470,2011,4
412402,2011,5
312650,2011,0
210280,2011,3
291330,2011,0
240210,2011,2
510895,2011,0
320530,2011,140
353570,2011,0
431660,2011,0
412400,2011,0
240220,2011,6
315560,2011,2
280700,2011,0
412395,2011,0
355540,2011,17
120017,2011,1
352370,2011,0
240230,2011,10
350075,2011,0
210290,2011,0
412390,2011,2
354230,2011,0
291320,2011,0
330010,2011,75
522130,2011,0
240240,2011,0
270330,2011,5
510890,2011,3
412385,2011,2
270800,2011,34
352770,2011,2
251240,2011,1
240250,2011,2
431650,2011,0
150330,2011,20
270760,2011,6
293190,2011,9
350420,2011,1
412382,2011,0
210300,2011,65
291310,2011,1
240260,2011,21
521640,2011,3
310880,2011,0
290330,2011,3
431645,2011,3
315570,2011,2
412380,2011,0
330015,2011,2
355550,2011,0
314370,2011,0
210310,2011,1
280350,2011,46
510885,2011,0
412370,2011,0
240270,2011,0
431643,2011,0
210312,2011,0
412360,2011,0
290720,2011,19
330020,2011,40
312420,2011,4
240280,2011,0
431642,2011,0
270120,2011,4
412350,2011,12
293180,2011,1
351890,2011,1
250890,2011,17
251230,2011,4
260970,2011,4
240290,2011,0
260460,2011,10
150340,2011,1
412340,2011,0
291300,2011,0
240300,2011,0
315580,2011,2
313270,2011,2
412330,2011,2
330022,2011,2
250220,2011,1
240310,2011,6
431640,2011,6
355560,2011,0
210315,2011,0
351860,2011,8
510880,2011,3
412320,2011,0
354240,2011,2
291290,2011,4
240320,2011,0
150345,2011,12
412310,2011,0
330023,2011,14
120020,2011,16
353250,2011,0
431630,2011,0
412300,2011,6
240325,2011,63
210317,2011,0
510860,2011,8
412290,2011,0
411007,2011,4
431620,2011,0
310870,2011,0
251220,2011,0
291280,2011,4
240330,2011,0
293170,2011,3
315590,2011,0
412280,2011,1
330025,2011,6
314380,2011,0
311920,2011,4
210320,2011,8
350410,2011,18
240340,2011,0
355570,2011,0
352360,2011,3
351885,2011,1
250523,2011,0
350940,2011,0
412270,2011,2
240350,2011,1
410120,2011,1
351210,2011,2
412265,2011,0
431610,2011,1
312940,2011,0
291270,2011,10
330030,2011,15
210325,2011,1
312640,2011,1
150350,2011,9
412260,2011,5
240360,2011,2
280460,2011,5
431600,2011,6
412250,2011,5
240370,2011,0
270770,2011,68
521630,2011,0
251210,2011,7
293160,2011,2
315600,2011,0
412240,2011,20
290340,2011,15
210330,2011,16
353580,2011,0
431595,2011,0
291260,2011,0
355580,2011,2
311850,2011,0
410845,2011,2
330040,2011,50
354250,2011,0
240375,2011,0
311410,2011,3
510850,2011,1
412230,2011,4
240380,2011,1
150360,2011,28
431590,2011,0
412220,2011,16
210340,2011,9
330045,2011,179
313790,2011,0
240390,2011,0
410560,2011,2
431580,2011,0
412217,2011,0
315610,2011,0
412215,2011,4
291250,2011,1
240400,2011,5
510840,2011,127
210350,2011,7
412210,2011,2
280020,2011,3
330050,2011,6
290610,2011,0
240410,2011,0
260450,2011,1
310860,2011,2
412200,2011,0
314390,2011,27
355590,2011,0
431575,2011,0
261360,2011,6
261250,2011,31
240420,2011,5
280710,2011,10
510835,2011,0
412190,2011,3
291240,2011,1
330060,2011,2
210355,2011,1
120025,2011,1
251207,2011,0
312430,2011,5
240430,2011,2
150370,2011,20
431570,2011,2
312140,2011,0
350400,2011,10
293150,2011,0
412180,2011,2
250527,2011,1
240440,2011,0
210360,2011,5
312510,2011,4
412175,2011,0
521600,2011,1
291230,2011,5
330070,2011,97
240450,2011,1
431560,2011,21
412170,2011,5
260960,2011,178
355600,2011,0
293140,2011,1
351880,2011,287
354260,2011,8
330560,2011,3
412160,2011,3
240460,2011,0
351650,2011,1
315630,2011,0
412150,2011,0
210370,2011,6
291220,2011,3
330080,2011,7
510830,2011,1
240470,2011,2
431555,2011,0
521590,2011,0
251203,2011,0
150375,2011,1
120030,2011,10
290350,2011,2
431550,2011,2
270790,2011,1
412140,2011,3
240480,2011,0
210375,2011,5
410550,2011,12
412135,2011,0
510820,2011,0
240485,2011,1
431545,2011,0
350080,2011,0
412130,2011,0
291210,2011,13
330090,2011,1
355610,2011,4
261500,2011,9
270780,2011,1
260440,2011,3
313090,2011,2
315640,2011,0
412125,2011,0
312630,2011,0
240490,2011,2
210380,2011,4
314400,2011,8
412120,2011,1
311630,2011,1
240500,2011,2
521580,2011,0
150380,2011,25
431540,2011,1
313800,2011,0
210390,2011,2
251200,2011,6
412110,2011,1
330093,2011,2
250530,2011,0
313540,2011,0
240510,2011,1
261530,2011,18
510810,2011,1
350930,2011,1
412100,2011,6
120032,2011,0
350395,2011,0
150390,2011,1
291200,2011,1
240520,2011,2
431535,2011,0
355620,2011,7
293135,2011,107
354270,2011,1
410240,2011,5
412090,2011,10
330095,2011,0
261450,2011,21
240530,2011,0
210400,2011,0
311570,2011,4
412085,2011,1
510805,2011,2
291190,2011,2
240540,2011,0
431532,2011,2
315645,2011,1
412080,2011,10
330100,2011,178
310855,2011,1
351400,2011,1
210405,2011,11
251190,2011,7
314410,2011,2
412070,2011,0
240550,2011,0
431531,2011,0
150400,2011,1
412065,2011,0
521570,2011,3
290360,2011,0
293130,2011,1
291185,2011,0
240560,2011,1
261520,2011,2
355630,2011,7
270340,2011,2
510800,2011,4
260430,2011,2
412060,2011,5
330110,2011,3
431530,2011,3
240570,2011,1
315650,2011,2
210407,2011,0
412050,2011,2
240580,2011,4
313210,2011,2
353600,2011,0
412040,2011,2
351350,2011,26
291180,2011,8
330115,2011,4
431520,2011,1
312440,2011,0
240590,2011,1
210408,2011,1
351870,2011,53
250230,2011,1
251180,2011,3
353260,2011,5
412035,2011,2
431515,2011,0
510795,2011,20
412033,2011,1
240600,2011,1
293120,2011,2
210409,2011,0
354280,2011,1
291170,2011,27
355635,2011,2
241500,2011,0
353130,2011,2
150405,2011,8
412030,2011,1
330120,2011,1
410540,2011,10
240610,2011,4
315660,2011,1
310850,2011,1
412020,2011,0
210410,2011,0
350390,2011,16
240615,2011,0
311400,2011,1
510794,2011,3
412015,2011,0
330130,2011,3
431510,2011,2
240620,2011,0
352640,2011,4
312930,2011,1
412010,2011,1
210420,2011,0
120033,2011,5
251170,2011,1
240630,2011,1
260950,2011,19
431507,2011,0
314420,2011,1
412000,2011,5
293110,2011,2
291165,2011,1
355640,2011,1
210430,2011,1
530010,2011,902
290790,2011,0
150410,2011,1
411995,2011,8
312620,2011,1
330140,2011,8
260420,2011,9
240640,2011,0
250535,2011,0
521565,2011,0
411990,2011,64
240650,2011,0
431505,2011,0
315670,2011,45
291160,2011,5
510792,2011,13
411980,2011,0
330150,2011,3
312015,2011,0
240660,2011,4
210440,2011,1
313810,2011,0
411970,2011,0
240670,2011,1
150420,2011,239
352350,2011,2
411965,2011,0
431500,2011,0
291150,2011,0
330160,2011,0
240680,2011,0
354290,2011,1
355645,2011,5
330500,2011,9
110001,2011,3
313310,2011,2
411960,2011,6
311760,2011,0
240690,2011,0
510790,2011,43
431490,2011,471
411950,2011,87
120034,2011,2
411940,2011,4
293105,2011,1
210450,2011,0
251160,2011,1
310840,2011,0
291140,2011,3
330170,2011,407
240700,2011,1
315680,2011,0
314430,2011,19
290420,2011,0
350925,2011,8
411930,2011,15
240710,2011,27
431480,2011,6
150430,2011,1
411925,2011,0
210455,2011,1
350380,2011,3
240720,2011,7
290370,2011,0
410530,2011,4
280170,2011,0
355650,2011,13
431478,2011,0
522230,2011,1
313420,2011,21
411920,2011,0
353610,2011,0
291130,2011,0
330180,2011,2
210460,2011,0
240725,2011,0
352340,2011,5
350280,2011,24
411915,2011,68
240730,2011,1
260415,2011,4
261247,2011,4
251150,2011,3
510788,2011,0
311600,2011,2
431477,2011,0
411910,2011,2
330185,2011,15
280720,2011,4
150440,2011,2
411900,2011,0
240740,2011,0
521560,2011,10
290600,2011,8
411890,2011,6
293100,2011,1
291125,2011,1
240750,2011,5
354300,2011,2
510787,2011,9
355660,2011,2
270350,2011,5
313580,2011,1
411885,2011,0
330187,2011,2
315690,2011,1
240760,2011,1
120035,2011,2
210462,2011,1
411880,2011,4
310830,2011,1
240770,2011,2
150442,2011,111
431475,2011,1
411870,2011,0
291120,2011,19
312150,2011,0
250540,2011,2
251140,2011,3
330190,2011,76
210465,2011,1
240780,2011,2
510785,2011,1
314435,2011,0
411860,2011,0
431470,2011,2
312610,2011,11
240790,2011,0
315700,2011,4
410840,2011,18
411850,2011,13
110002,2011,57
521550,2011,1
355670,2011,2
431460,2011,2
210467,2011,3
291110,2011,1
330200,2011,45
311880,2011,3
352630,2011,0
411845,2011,0
240800,2011,186
431455,2011,0
290450,2011,2
411840,2011,15
240810,2011,369
293090,2011,0
210470,2011,1
411830,2011,0
260940,2011,18
510780,2011,4
291100,2011,1
330205,2011,1
311390,2011,0
431454,2011,0
251130,2011,3
315710,2011,0
313820,2011,6
350370,2011,0
240820,2011,13
210480,2011,18
290380,2011,1
351200,2011,0
522220,2011,1
150445,2011,8
411820,2011,24
312450,2011,2
355680,2011,1
354310,2011,1
110003,2011,0
280470,2011,0
240830,2011,9
353020,2011,5
431450,2011,0
411810,2011,3
410520,2011,2
291090,2011,1
240840,2011,1
210490,2011,4
411800,2011,0
330210,2011,5
350090,2011,1
510779,2011,0
431449,2011,0
411790,2011,7
240850,2011,0
293080,2011,3
315720,2011,4
411780,2011,6
521540,2011,0
240860,2011,1
280120,2011,6
260410,2011,155
210500,2011,1
251120,2011,18
311950,2011,1
411770,2011,3
330220,2011,23
431447,2011,0
240870,2011,3
310825,2011,0
150450,2011,1
355690,2011,0
431446,2011,0
250240,2011,0
411760,2011,13
291085,2011,0
240880,2011,0
210510,2011,1
353620,2011,6
411750,2011,4
330225,2011,8
293077,2011,16
313545,2011,0
240890,2011,6
120038,2011,4
431445,2011,0
411745,2011,2
315725,2011,2
291080,2011,265
270130,2011,7
411740,2011,1
330227,2011,34
240895,2011,2
210515,2011,1
410165,2011,0
510777,2011,2
411730,2011,8
240910,2011,1
314437,2011,1
350920,2011,20
411729,2011,0
353270,2011,1
522205,2011,2
354320,2011,0
291077,2011,1
355695,2011,0
150460,2011,1
522119,2011,3
240920,2011,0
431442,2011,0
210520,2011,1
411727,2011,4
330230,2011,0
270010,2011,4
240930,2011,3
510776,2011,1
311590,2011,0
431440,2011,56
251110,2011,0
150470,2011,46
350360,2011,1
411725,2011,2
250100,2011,3
290390,2011,15
293076,2011,2
312600,2011,1
240933,2011,0
315727,2011,0
411722,2011,1
521530,2011,4
280010,2011,0
291075,2011,0
510775,2011,0
260400,2011,31
330240,2011,81
312920,2011,0
210530,2011,104
411721,2011,1
355700,2011,14
280730,2011,0
250880,2011,2
314440,2011,0
240940,2011,12
120039,2011,0
150475,2011,0
411720,2011,2
240950,2011,0
431430,2011,0
210535,2011,7
411710,2011,2
410510,2011,2
291072,2011,73
330245,2011,0
250550,2011,0
261350,2011,12
431420,2011,2
251100,2011,0
240960,2011,2
260930,2011,4
431417,2011,0
411705,2011,4
240970,2011,0
521525,2011,0
315730,2011,0
411700,2011,1
330250,2011,90
510774,2011,2
313220,2011,1
354323,2011,1
411695,2011,0
312460,2011,0
311380,2011,0
240980,2011,0
355710,2011,9
352330,2011,5
522200,2011,1
210540,2011,9
310820,2011,1
411690,2011,3
313830,2011,0
431415,2011,0
291070,2011,7
240990,2011,1
293075,2011,3
210542,2011,9
411680,2011,0
330260,2011,6
510770,2011,0
241000,2011,0
150480,2011,6
431413,2011,1
411670,2011,3
313590,2011,1
315733,2011,2
251090,2011,3
241010,2011,2
261620,2011,1
350350,2011,0
210545,2011,3
120040,2011,78
411660,2011,1
510760,2011,74
291060,2011,18
330270,2011,22
290395,2011,0
351660,2011,0
290830,2011,3
260392,2011,7
355715,2011,0
431410,2011,52
110004,2011,13
241020,2011,1
210547,2011,3
314450,2011,0
411650,2011,0
241025,2011,2
353625,2011,0
431407,2011,1
411640,2011,1
250050,2011,3
291050,2011,16
330280,2011,4
293070,2011,127
411630,2011,3
210550,2011,8
241030,2011,1
351540,2011,2
521523,2011,57
431406,2011,1
315737,2011,0
251080,2011,50
411620,2011,0
241040,2011,1
313080,2011,0
150490,2011,3
411610,2011,2
354325,2011,0
291040,2011,3
330285,2011,43
410832,2011,4
241050,2011,0
355720,2011,1
350250,2011,7
431405,2011,6
210560,2011,0
510757,2011,0
411605,2011,2
241060,2011,0
261245,2011,3
310810,2011,0
411600,2011,1
431403,2011,0
312595,2011,3
241070,2011,0
312160,2011,6
293060,2011,4
411590,2011,2
315740,2011,0
291030,2011,2
330290,2011,8
313350,2011,2
241080,2011,0
150495,2011,6
210565,2011,1
522190,2011,1
120042,2011,0
251070,2011,2
411585,2011,1
410500,2011,2
110005,2011,3
431402,2011,0
350340,2011,0
411580,2011,6
311620,2011,0
241090,2011,1
355730,2011,0
210570,2011,12
353140,2011,1
510740,2011,2
330300,2011,3
411005,2011,0
411575,2011,5
270360,2011,2
241100,2011,0
314460,2011,0
260390,2011,3
411573,2011,1
431400,2011,0
291020,2011,0
241105,2011,2
521520,2011,1
150497,2011,8
411570,2011,6
330310,2011,1
290590,2011,2
241110,2011,1
293050,2011,11
350910,2011,0
411560,2011,11
315750,2011,0
280740,2011,14
311370,2011,3
291010,2011,2
241120,2011,15
290400,2011,0
313835,2011,0
210580,2011,0
411550,2011,0
410010,2011,0
354330,2011,16
352820,2011,0
312470,2011,0
330320,2011,87
350100,2011,0
352320,2011,4
411545,2011,1
260920,2011,2
241140,2011,1
510735,2011,0
431395,2011,1
251065,2011,1
411540,2011,3
120043,2011,0
241142,2011,0
210590,2011,0
410250,2011,5
411535,2011,3
291005,2011,48
330330,2011,132
510730,2011,3
241150,2011,3
431390,2011,1
310800,2011,3
411530,2011,0
241160,2011,0
431380,2011,1
280250,2011,1
411520,2011,59
293040,2011,5
315760,2011,2
350335,2011,0
210592,2011,0
410020,2011,0
290710,2011,0
351190,2011,0
291000,2011,4
330340,2011,19
150500,2011,0
241170,2011,1
431370,2011,3
210594,2011,0
411510,2011,1
353630,2011,2
411500,2011,1
241180,2011,0
522185,2011,129
521500,2011,0
251060,2011,0
270370,2011,1
330570,2011,1
260380,2011,4
313600,2011,1
411490,2011,0
431365,2011,0
290990,2011,10
330350,2011,288
210596,2011,0
241190,2011,0
521490,2011,0
314465,2011,1
411480,2011,4
241200,2011,48
431360,2011,0
353280,2011,0
411470,2011,1
